Technique,Description,Ranking,Role,Paper,Summary,Claude Reasoning,DOI URL,Consensus paper URL,Consensus search URL
Binaural beats,Listen to two slightly different tones through headphones to try to induce a target mental state.,Questionable,Primary,"Leistiko et al., 2023, Current Psychology","Controlled study (N=58) of 40-Hz gamma binaural beats vs control tone found no effect on attention (reaction time, error rate) or self-rated anxiety.","Well-controlled null result on attention and anxiety shows the claimed cognitive/mood benefits fail to materialize, supporting a Questionable rating.",https://doi.org/10.1007/s12144-023-04681-3,https://consensus.app/papers/details/d364e5b0cb265dcb8514c72a12356613/?utm_source=claude_code,https://consensus.app/search/new?q=binaural+beats+cognition+attention+anxiety+null+no+effect&utm_source=claude_code&mode=quick
Binaural beats,Listen to two slightly different tones through headphones to try to induce a target mental state.,Questionable,Backup 1,"Basu et al., 2022, Psychological Research","Meta-analysis (15 studies, 31 effects) found only a near-moderate effect (g=0.40) for memory/attention, with the systematic review reporting conflicting, mixed results.","Effects are modest and inconsistent across studies, so evidence for binaural beats on cognition remains mixed rather than robust.",https://doi.org/10.1007/s00426-022-01706-7,https://consensus.app/papers/details/26dc16d3b1ae577f8d3b547537426bc5/?utm_source=claude_code,https://consensus.app/search/new?q=binaural+beats+cognition+attention+anxiety+null+no+effect&utm_source=claude_code&mode=quick
Brain training games,"Play cognitive games daily, but expect improvement mainly on trained or nearby tasks rather than broad intelligence.",Questionable,Primary,"Sala et al., 2019, Collabra: Psychology","Second-order meta-analysis (k=233) found far-transfer effects small or null; after controlling for placebo and publication bias, overall effect equaled zero.","Shows brain-training benefits do not generalize beyond trained tasks, the exact 'far transfer fails' basis for the Questionable rating.",https://doi.org/10.1525/collabra.203,https://consensus.app/papers/details/dc29e444b28d5d67a89a1a8d0ebdcc9a/?utm_source=claude_code,https://consensus.app/search/new?q=brain+training+cognitive+games+far+transfer+fails+no+broad+cognitive+improvement+meta-analysis&utm_source=claude_code&mode=quick
Brain training games,"Play cognitive games daily, but expect improvement mainly on trained or nearby tasks rather than broad intelligence.",Questionable,Backup 1,"Sala et al., 2017, Psychological Bulletin",Three meta-analyses (k=310-359) found small or null effects and no causal evidence that video-game/cognitive training enhances broad cognitive ability.,"Confirms no far transfer to general cognition from game-based training, reinforcing that broad-intelligence claims are unsupported.",https://doi.org/10.1037/bul0000139,https://consensus.app/papers/details/2404d7b5b36e5144aff45fb7bc555417/?utm_source=claude_code,https://consensus.app/search/new?q=brain+training+cognitive+games+far+transfer+fails+no+broad+cognitive+improvement+meta-analysis&utm_source=claude_code&mode=quick
"10,000-hour rule","Accumulate practice hours, but do not expect hours alone to overcome feedback quality, genetics, timing, and domain constraints.",Questionable,Primary,"Macnamara et al., 2014, Psychological Science","Meta-analysis across domains: deliberate practice explained only 26% of variance in games, 21% music, 18% sports, 4% education, <1% professions.","Directly refutes the hours-driven 10,000-hour premise, showing practice explains far less performance variance than popularly claimed.",https://doi.org/10.1177/0956797614535810,https://consensus.app/papers/details/41c70bbbb2865bc78bdfb40e66b9e091/?utm_source=claude_code,https://consensus.app/search/new?q=deliberate+practice+performance+music+games+sports+education+professions+meta-analysis+14%25+variance&utm_source=claude_code&mode=quick
Polyphasic sleep,Split sleep into many short naps to reduce total sleep.,Questionable,Primary,"Weaver et al., 2021, Sleep Health","National Sleep Foundation consensus review (22 papers) found no evidence of benefit; polyphasic schedules linked to adverse physical, mental, and performance outcomes.","Authoritative review finds no support for polyphasic sleep and documented harms from the inherent sleep deficiency, supporting the Questionable rating.",https://doi.org/10.1016/j.sleh.2021.02.009,https://consensus.app/papers/details/80f7ff9a31465e7cb74a009250cd19f0/?utm_source=claude_code,https://consensus.app/search/new?q=polyphasic+sleep+napping+sleep+restriction+cognitive+performance+impairment+health+risks&utm_source=claude_code&mode=quick
Polyphasic sleep,Split sleep into many short naps to reduce total sleep.,Questionable,Backup 1,"Koa et al., 2026, Sleep","Study (N=40) of the 'Uberman' six-nap schedule found drastically reduced total sleep, slow-wave/REM loss, and greater vigilance and mood impairment vs monophasic.","Experimental data show the prototypical polyphasic schedule degrades sleep architecture and performance, contradicting its productivity claims.",https://doi.org/10.1093/sleep/zsaf179,https://consensus.app/papers/details/f16cf574ed21516391c58f9a839eceb3/?utm_source=claude_code,https://consensus.app/search/new?q=polyphasic+sleep+napping+sleep+restriction+cognitive+performance+impairment+health+risks&utm_source=claude_code&mode=quick
369 method,"Write a desired outcome 3 times in the morning, 6 times midday, and 9 times at night.",Unsupported,Primary,"Dixon et al., 2023, Personality and Social Psychology Bulletin","3 studies (N=1,023) of manifestation belief; higher belief linked to riskier investments and more bankruptcy, no evidence rituals cause success.","The 369 method is a Law of Attraction ritual; this measure of manifestation belief found no causal path to success and links it to financial harm, supporting an Unsupported rating.",https://doi.org/10.1177/01461672231181162,https://consensus.app/papers/details/00f6684111d0597ab2afb56018e86836/?utm_source=claude_code,https://consensus.app/search/new?q=law+of+attraction+manifestation+outcomes+evidence+effectiveness&utm_source=claude_code&mode=quick
Subliminal audio,Play affirming messages below conscious audibility while relaxing or sleeping.,Unsupported,Primary,"Greenwald et al., 1991, Psychological Science",Double-blind RCT (N=237): subliminal memory/self-esteem tapes produced no claimed effect; only a nonspecific placebo and illusory perceived improvement.,"Directly tests the core claim under manufacturers' conditions and finds no real effect beyond placebo, the textbook debunking of subliminal self-help audio.",https://doi.org/10.1111/j.1467-9280.1991.tb00112.x,https://consensus.app/papers/details/a5ce669769a258e3b028cdd9eb6bbb21/?utm_source=claude_code,https://consensus.app/search/new?q=subliminal+self-help+audiotapes+effect+on+behavior+placebo&utm_source=claude_code&mode=quick
Subliminal audio,Play affirming messages below conscious audibility while relaxing or sleeping.,Unsupported,Backup 1,"Merikle & Skanes, 1992, Journal of Applied Psychology","Controlled study (overweight women): subliminal weight-loss tapes, placebo tapes, and no tapes all lost equal weight; no effect, not even placebo.","A second independent test of subliminal self-help tapes finds no benefit over controls, reinforcing that the technique is Unsupported.",https://doi.org/10.1037/0021-9010.77.5.772,https://consensus.app/papers/details/0be4c314448459c08dec25a5ae9df38c/?utm_source=claude_code,https://consensus.app/search/new?q=subliminal+self-help+audiotapes+effect+on+behavior+placebo&utm_source=claude_code&mode=quick
Solfeggio frequencies,"Play tracks marketed as specific healing frequencies during meditation, rest, or work.",Unsupported,Primary,"Yang et al., 2023, HCI International 2023 (Springer LNCS)","Literature review of chanting and solfeggio frequencies; authors explicitly call for more scientific research, finding existing evidence insufficient.","A review of the actual literature concludes the evidence base for solfeggio healing frequencies is inadequate, supporting an Unsupported rating.",https://doi.org/10.1007/978-3-031-48041-6_42,https://consensus.app/papers/details/33a7b8f200df54f1bf172ab1e503d20e/?utm_source=claude_code,https://consensus.app/search/new?q=solfeggio+frequencies+healing+effects+evidence&utm_source=claude_code&mode=quick
Solfeggio frequencies,"Play tracks marketed as specific healing frequencies during meditation, rest, or work.",Unsupported,Backup 1,"Bando et al., 2023, Int. Journal of Complementary and Alternative Medicine","Narrative review of 528 Hz and other 'solfeggio' tones; notes claimed calming effects but states scientific evidence is not enough, akin to Mozart effect.","Acknowledges marketing claims while stating evidence is insufficient, consistent with classifying solfeggio frequencies as Unsupported.",,https://consensus.app/papers/details/4536a8dd4bf0555c9745db8802159753/?utm_source=claude_code,https://consensus.app/search/new?q=solfeggio+frequencies+healing+effects+evidence&utm_source=claude_code&mode=quick
Crystals for healing,Hold or display a crystal to balance energy or heal yourself.,Unsupported,Primary,"Escolà-Gascón et al., 2025, CNS Spectrums","RCT, 138 adults, rose quartz vs visually-matched fake crystal, 14-day protocol; no difference, Bayesian null; relief only among believers (expectancy). No second rigorous study exists — absence is the point.","A controlled head-to-head of real vs fake crystal finds zero specific effect, with Bayesian evidence for the null and benefit explained entirely by placebo/belief — the textbook pattern for Unsupported. The lack of any rigorous study showing a genuine effect reinforces the ranking.",https://doi.org/10.1017/S1092852925100515,https://consensus.app/papers/details/cff8da4fdf705a62a252d81d40883363/?utm_source=claude_code,https://consensus.app/search/new?q=crystal+healing+placebo+suggestion+controlled+experiment+paranormal&utm_source=claude_code&mode=quick
Astrology planning,"Choose goals or timing based on horoscopes, signs, or transits.",Unsupported,Primary,"Carlson, 1985, Nature","Double-blind test (100+ subjects, 28 astrologers): astrologers could not match natal charts to personality profiles above chance.","The landmark rigorous test of astrology's central claim found no predictive validity, the basis for an Unsupported rating.",https://doi.org/10.1038/318419a0,https://consensus.app/papers/details/caf4681f3a4e5f02a09acd9a39ed96e2/?utm_source=claude_code,https://consensus.app/search/new?q=astrology+double-blind+test+scientific+failure+natal+chart+matching&utm_source=claude_code&mode=quick
Astrology planning,"Choose goals or timing based on horoscopes, signs, or transits.",Unsupported,Backup 1,"Wyman & Vyse, 2008, The Journal of General Psychology","Double-blind study (N=52): students could not identify their own astrological natal-chart summary above chance, but could identify their NEO-FFI profile.","Replicates astrology's predictive failure against a validated personality measure, with a Barnum effect explaining perceived accuracy.",,https://consensus.app/papers/details/7510080a9c9b5840858bbaa264a0cad6/?utm_source=claude_code,https://consensus.app/search/new?q=astrology+double-blind+test+scientific+failure+natal+chart+matching&utm_source=claude_code&mode=quick
Numerology goals,"Select goals, dates, or habits based on personally meaningful numbers.",Unsupported,Primary,"Dean et al., 2022, PLoS ONE","Systematic review (71 studies, N=20,993): paranormal/pseudoscientific beliefs consistently linked to intuitive thinking, confirmation bias, poorer reasoning.","Numerology has no direct rigorous test; this review situates such epistemically suspect beliefs in cognitive bias rather than valid predictive structure, supporting Unsupported. Note: not specific to numerology.",https://doi.org/10.1371/journal.pone.0267360,https://consensus.app/papers/details/0cabbdab081857ed88ce2b774dc88bd0/?utm_source=claude_code,https://consensus.app/search/new?q=numerology+pseudoscience+Barnum+effect+belief+paranormal+cognitive+bias&utm_source=claude_code&mode=quick
Law of Attraction,"Think, visualize, or 'vibrate' as if the desired outcome is inevitable or has already happened.",Unsupported,Primary,"Dixon et al., 2023, Personality and Social Psychology Bulletin","3 studies (N=1,023): Law-of-Attraction/manifestation belief showed no causal route to success; believers took riskier bets and had more bankruptcies.","Directly examines the Law of Attraction belief system and finds no evidence it produces outcomes, instead linking it to financial harm.",https://doi.org/10.1177/01461672231181162,https://consensus.app/papers/details/00f6684111d0597ab2afb56018e86836/?utm_source=claude_code,https://consensus.app/search/new?q=law+of+attraction+manifestation+outcomes+evidence+effectiveness&utm_source=claude_code&mode=quick
Multitasking hack,Rapidly switch between tasks or media streams to get multiple things done at once.,Unsupported,Primary,"Rubinstein, Meyer & Evans, 2001, J. Experimental Psychology: HPP","4 experiments: switching between tasks added measurable time costs that grew with task complexity and unfamiliarity, due to executive goal/rule switching.","Demonstrates that rapid task-switching imposes performance costs rather than gains, debunking the idea that multitasking gets more done.",https://doi.org/10.1037/0096-1523.27.4.763,https://consensus.app/papers/details/19a9b9de824352d3b9a5678c674eafa7/?utm_source=claude_code,https://consensus.app/search/new?q=task+switching+executive+control+cost+reaction+time+accuracy+reduced+performance&utm_source=claude_code&mode=quick
Multitasking hack,Rapidly switch between tasks or media streams to get multiple things done at once.,Unsupported,Backup 1,"Vandierendonck et al., 2010, Psychological Bulletin",Review of task-switching paradigm: switching to a new task reliably yields a 'switch cost' of slower and more error-prone performance.,"A broad review confirms the robust switch cost, reinforcing that rapid switching reduces performance and does not help.",https://doi.org/10.1037/a0019791,https://consensus.app/papers/details/b0b367f0f71e5218ac20a163c5601003/?utm_source=claude_code,https://consensus.app/search/new?q=task+switching+executive+control+cost+reaction+time+accuracy+reduced+performance&utm_source=claude_code&mode=quick
Detox cleanses,"Use juices, teas, fasting, or colon cleanses to 'flush toxins' from the body.",Unsupported,Primary,"Klein & Kiat, 2015, Journal of Human Nutrition and Dietetics","Critical review: no randomised controlled trials support commercial detox diets; the few studies are flawed, small, and underpowered.","Directly reviews detox-diet claims and finds essentially no clinical evidence that they remove toxins or benefit health, the basis for Unsupported.",https://doi.org/10.1111/jhn.12286,https://consensus.app/papers/details/2c90ae6b974f561fbf50e738c73ca656/?utm_source=claude_code,https://consensus.app/search/new?q=detox+diets+cleanse+toxin+elimination+scientific+evidence+efficacy&utm_source=claude_code&mode=quick
